Assignment_3/6640106/group7/images/9.jpg,A woman marches with a pair of dogs .
Assignment_3/6640106/group7/images/0.jpg,A group of bikers pedal along .
Assignment_3/6640106/group7/images/2.jpg,A man with no shirt is standing in a parade wearing a plastic flower necklace .
Assignment_3/6640106/group7/images/6.jpg,The man in the red shirt is climbing the side of a mountain .
Assignment_3/6640106/group7/images/1.jpg,a man wearing black rides a unicycle .
Assignment_3/6640106/group7/images/3.jpg,A black dog running on the beach near the shore .
Assignment_3/6640106/group7/images/5.jpg,A young girl jumping over a railing or a ladder on its side .
Assignment_3/6640106/group7/images/7.jpg,A harnessed dog leaps over a log as another dog follows behind .
Assignment_3/6640106/group7/images/6.jpg,The couple takes a hike along the bluff .
Assignment_3/6640106/group7/images/4.jpg,a boy holding a soda can in a waterfall
Assignment_3/6640106/group21/images/2.jpg,Girl walking in field with yellow flowers
Assignment_3/6640106/group21/images/0.jpg,A warmly dressed boy pretending an icicle is a gun .
Assignment_3/6640106/group21/images/7.jpg,A tan dog runs through the snow .
Assignment_3/6640106/group21/images/5.jpg,A woman in a marching band uniform holding out her arms to another woman .
Assignment_3/6640106/group21/images/8.jpg,The woman in the purple dress is looking towards the people at the door with her hand running through her hair .
Assignment_3/6640106/group21/images/9.jpg,A dog jumps over a red and blue hurdle .
Assignment_3/6640106/group21/images/6.jpg,Two people are on a snow-covered mountain .
Assignment_3/6640106/group21/images/4.jpg,A man standing in front of two ads prepares to throw something across a field .
Assignment_3/6640106/group21/images/1.jpg,Little boy sitting in a green tunnel with a smile on his face .
Assignment_3/6640106/group21/images/3.jpg,A game of hockey is being played .
Assignment_3/6640106/group44/images/0.jpg,A person stands on a hill surrounded by blue skies and clouds .
Assignment_3/6640106/group44/images/3.jpg,A man is sliding down a huge sand dune on a sunny day .
Assignment_3/6640106/group44/images/4.jpg,Elderly man in wheelchair begging for handout
Assignment_3/6640106/group44/images/8.jpg,A red dog jumps an catches a tennis ball in its mouth .
Assignment_3/6640106/group44/images/5.jpg,A fast running Greyhound during a race .
Assignment_3/6640106/group44/images/9.jpg,Two athletic girls in PUMA outfits hugging each other .
Assignment_3/6640106/group44/images/1.jpg,One person with a pink and black striped shirt and white shorts walking up a hill .
Assignment_3/6640106/group44/images/6.jpg,Two young children play with colored balls .
Assignment_3/6640106/group44/images/7.jpg,Five dogs are on a track racing each other .
Assignment_3/6640106/group44/images/2.jpg,Woman and man walking across wooden rope bridge with a caution sign beside it .
Assignment_3/6640106/group3/images/5.jpg,Young boy swinging on a tire swing .
Assignment_3/6640106/group3/images/7.jpg,The dog tries to bite the water coming out of the sprinkler .
Assignment_3/6640106/group3/images/3.jpg,Four dogs running in the snow
Assignment_3/6640106/group3/images/2.jpg,Two teenage girls are wearing fancy dresses at an event .
Assignment_3/6640106/group3/images/4.jpg,A little girl is riding on the front of a shopping cart in a store .
Assignment_3/6640106/group3/images/9.jpg,Six women in pink silk dresses stand in a line with their backs to the camera .
Assignment_3/6640106/group3/images/8.jpg,A woman with a blue Mohawk holding the hand of a little boy with a green striped shirt on a street corner .
Assignment_3/6640106/group3/images/1.jpg,Man holds three burning sticks while standing near a playground .
Assignment_3/6640106/group3/images/5.jpg,A lady is running her dog through an agility course .
Assignment_3/6640106/group3/images/6.jpg,a brown and white dog has is mouth open ready to catch a green ball .
Assignment_3/6640106/group23/images/1.jpg,a blond boy wiping his nose on his blue shirt
Assignment_3/6640106/group23/images/2.jpg,a muzzled greyhound wearing the number five is running on a dog track .
Assignment_3/6640106/group23/images/3.jpg,Some young men stand holding a railing with a lot of other people .
Assignment_3/6640106/group23/images/8.jpg,A person in a black and green outfit is riding a bicycle .
Assignment_3/6640106/group23/images/6.jpg,A brown dog splashes in the water .
Assignment_3/6640106/group23/images/0.jpg,Two dogs chase another dog that has a ball .
Assignment_3/6640106/group23/images/4.jpg,A little girl in a hat climbing a kiddie wall .
Assignment_3/6640106/group23/images/9.jpg,An elderly woman collects recyclable trash .
Assignment_3/6640106/group23/images/5.jpg,a person standing in the middle of a bunch of snowy rocks near a waterhole .
Assignment_3/6640106/group23/images/7.jpg,a bird lands in the water .
Assignment_3/6640106/group17/images/4.jpg,A dog running through the woods .
Assignment_3/6640106/group17/images/7.jpg,A person in purple shorts riding a bike up a mountain .
Assignment_3/6640106/group17/images/0.jpg,Small boy sleeping on seats and sucking his thumb .
Assignment_3/6640106/group17/images/2.jpg,A shirtless child dances with an adult man .
Assignment_3/6640106/group17/images/5.jpg,a young long girl climbing through a tunnel .
Assignment_3/6640106/group17/images/9.jpg,A man is engulfed in flames while two movie crewmen supervise .
Assignment_3/6640106/group17/images/6.jpg,"Boy skateboarding on residential street , falling farward with hands on the ground ."
Assignment_3/6640106/group17/images/8.jpg,A young girl sits in a high chair and eats red food while making a mess .
Assignment_3/6640106/group17/images/1.jpg,This is a picture of a Broadway Rite Aid Pharmacy that has a bright neon sign and people are prepared to cross the street in front of it .
Assignment_3/6640106/group17/images/3.jpg,"Two men , a woman , and two young boys stand in front of a large gathering of people outside a building ."
Assignment_3/6640106/group16/images/4.jpg,A little girl in a white shirt has been playing with paint and covered herself and her room .
Assignment_3/6640106/group16/images/9.jpg,A woman wearing a yellow coat is skiing in the white snow .
