group0/images/0.jpg,A man is a black ninja suit with a mask is playing a guitar .
group0/images/1.jpg,a man in a wetsuit is surfing
group0/images/2.jpg,"Two girls swing on with a boy , all three are wearing blue shirts of the same shade and blue jeans ."
group0/images/3.jpg,A person hanging from a rocky cliff .
group0/images/4.jpg,Two dogs playing with a ball .
group0/images/5.jpg,A man is a black ninja suit with a mask is playing a guitar .
group0/images/6.jpg,A girl dressed in a red polka dot dress holds an adults hand while out walking .
group0/images/7.jpg,Two dogs playing with a ball .
group0/images/8.jpg,Two black dogs are bearing their teeth beside a white couch .
group0/images/9.jpg,Two dogs playing with a ball .
group1/images/0.jpg,A skier is falling down a snowy mountain .
group1/images/1.jpg,Two dogs run from the beach into the water .
group1/images/2.jpg,A cute couple at a club
group1/images/3.jpg,A smaller black dog fighting with a larger brown dog in a forest .
group1/images/4.jpg,Two dogs run through the grass .
group1/images/5.jpg,A blond boy with a rubber innertube over his shoulder .
group1/images/6.jpg,A black dog is standing with his legs spread wide apart on some sand
group1/images/7.jpg,A black dog is standing with his legs spread wide apart on some sand
group1/images/8.jpg,A man on a bicycle in the city .
group1/images/9.jpg,Two people with bicycle helmets chatting on a bench .
group2/images/0.jpg,A man is waiting in a public area while people pass behind him .
group2/images/1.jpg,A dog chases a ball through dirt .
group2/images/2.jpg,A young girl posing for a man to take a photograph near a parking lot .
group2/images/3.jpg,A man is waiting in a public area while people pass behind him .
group2/images/4.jpg,A crowd of foreigners stand .
group2/images/5.jpg,Two soccer opponents run and fight for the soocerball on a grassy field .
group2/images/6.jpg,A group of dogs in water playing with toys and balls .
group2/images/7.jpg,A young boy at a water park pouring a bucket water on a young girl in a swimsuit .
group2/images/8.jpg,A woman lays down with a camera and a man leans back on her taking the picture .
group2/images/9.jpg,two fielder are defending the base as a member of the batting team slide towards it .
group3/images/0.jpg,Young boy swinging on a tire swing .
group3/images/1.jpg,Man holds three burning sticks while standing near a playground .
group3/images/2.jpg,Two teenage girls are wearing fancy dresses at an event .
group3/images/3.jpg,Four dogs running in the snow
group3/images/4.jpg,A little girl is riding on the front of a shopping cart in a store .
group3/images/5.jpg,A lady is running her dog through an agility course .
group3/images/6.jpg,a brown and white dog has is mouth open ready to catch a green ball .
group3/images/7.jpg,The dog tries to bite the water coming out of the sprinkler .
group3/images/8.jpg,A woman with a blue Mohawk holding the hand of a little boy with a green striped shirt on a street corner .
group3/images/9.jpg,Six women in pink silk dresses stand in a line with their backs to the camera .
group4/images/0.jpg,A boy stands overlooking a schoolyard where other children play .
group4/images/1.jpg,A man is setting up a camera on a tripod while a woman stands in the background .
group4/images/2.jpg,The boy is skateboarding .
group4/images/3.jpg,A man in blue pants is jumping while band plays music .
group4/images/4.jpg,The mans shirt is orange and has a United States flag patch on the shoulder .
group4/images/5.jpg,two players run for the soccer ball .
group4/images/6.jpg,two players run for the soccer ball .
group4/images/7.jpg,Two cars race down a track .
group4/images/8.jpg,Two guys sit by some flowers and water .
group4/images/9.jpg,A black dog running on a beach .
group5/images/0.jpg,A man in American flag shorts holds a white cube at the entrance of a marble building .
group5/images/1.jpg,A group of men in a blue raft doing whitewater rafting .
group5/images/2.jpg,a vase of red roses with a man cutting hair in the background .
group5/images/3.jpg,Child in blue trunks splashing in blue kiddie pool
group5/images/4.jpg,"people playing , basketball ball in air"
group5/images/5.jpg,Two girls are performing tricks on a trampoline .
group5/images/6.jpg,A black dog running towards a camera .
group5/images/7.jpg,A kid playing outside with a wagon .
group5/images/8.jpg,A group of musicians are recording music .
group5/images/9.jpg,A black dog running towards a camera .
group6/images/0.jpg,There is an old woman in front of a window .
group6/images/1.jpg,A dog is running through a creek with a stick in its mouth .
group6/images/2.jpg,The man in the black hat is sitting on the floor beside the green door .
group6/images/3.jpg,A woman in a bikini sits in shallow water with a man sitting next to her .
group6/images/4.jpg,The woman in the white hat and blue shorts is jogging in the bicycle lane on a mountain road .
group6/images/5.jpg,The dogs play in the snow .
